Symbol,Category_cl
ANKRD13C,Protein Coding
ANKRD13D,Protein Coding
ANKRD16,Protein Coding
ANKRD17,Protein Coding
ANKRD17-DT,lncRNA
ANKRD18A,Protein Coding
ANKRD18B,Protein Coding
ANKRD18CP,Pseudogene
ANKRD18DP,Pseudogene
ANKRD18EP,Pseudogene
ANKRD19P,Pseudogene
ANKRD20A1,Protein Coding
ANKRD20A2P,Pseudogene
ANKRD20A3P,Pseudogene
ANKRD20A4P,Pseudogene
ANKRD20A5P,Pseudogene
ANKRD20A6P,Pseudogene
ANKRD20A7P,Pseudogene
ANKRD20A8P,Pseudogene
ANKRD20A9P,Pseudogene
ANKRD20A10P,Pseudogene
ANKRD20A11P,Pseudogene
ANKRD20A12P,Pseudogene
ANKRD20A13P,Pseudogene
ANKRD20A14P,Pseudogene
ANKRD20A15P,Pseudogene
ANKRD20A16P,Pseudogene
ANKRD20A17P,Pseudogene
ANKRD20A18P,Pseudogene
ANKRD20A19P,Pseudogene
ANKRD20A20P,Pseudogene
ANKRD20A21P,Pseudogene
ANKRD22,TF
ANKRD23,Protein Coding
ANKRD24,Protein Coding
ANKRD26,Protein Coding
ANKRD26P1,Pseudogene
ANKRD26P2,Pseudogene
ANKRD26P3,Pseudogene
ANKRD26P4,Pseudogene
ANKRD27,Protein Coding
ANKRD28,Protein Coding
ANKRD29,Protein Coding
ANKRD30A,TF
ANKRD30B,Protein Coding
ANKRD30BL,Protein Coding
ANKRD30BP1,Pseudogene
ANKRD30BP2,Pseudogene
ANKRD30BP3,Pseudogene
ANKRD31,Protein Coding
ANKRD33,TF
ANKRD33B,Protein Coding
ANKRD33B-AS1,lncRNA
ANKRD34A,Protein Coding
ANKRD34B,Protein Coding
ANKRD34C,Protein Coding
ANKRD34C-AS1,lncRNA
ANKRD35,Protein Coding
ANKRD36,Protein Coding
ANKRD36B,Protein Coding
ANKRD36BP1,Pseudogene
ANKRD36BP2,Pseudogene
ANKRD36C,Protein Coding
ANKRD36P1,Pseudogene
ANKRD37,Protein Coding
ANKRD39,Protein Coding
ANKRD40,Protein Coding
ANKRD40CL,Protein Coding
ANKRD42,TF
ANKRD42-DT,lncRNA
ANKRD44,Protein Coding
ANKRD44-AS1,lncRNA
ANKRD44-DT,lncRNA
ANKRD44-IT1,lncRNA
ANKRD45,TF
ANKRD46,Protein Coding
ANKRD49,TF
ANKRD49P1,Pseudogene
ANKRD49P2,Pseudogene
ANKRD49P3,Pseudogene
ANKRD49P4,Pseudogene
ANKRD50,Protein Coding
ANKRD52,Protein Coding
ANKRD53,TF
ANKRD54,Protein Coding
ANKRD54P1,Pseudogene
ANKRD55,Protein Coding
ANKRD60,Protein Coding
ANKRD61,Protein Coding
ANKRD62,Protein Coding
ANKRD62P1,Pseudogene
ANKRD62P1-PARP4P3,other
ANKRD63,Protein Coding
ANKRD65,Protein Coding
ANKRD65-AS1,lncRNA
ANKRD66,Protein Coding
ANKS1A,TF
ANKS1B,Protein Coding
ANKS3,TF
ANKS4B,Protein Coding
ANKS6,Protein Coding
ANKUB1,Protein Coding
ANKZF1,TF
ANLN,Protein Coding
ANO1,Protein Coding
ANO1-AS1,lncRNA
ANO2,Protein Coding
ANO3,Protein Coding
ANO3-AS1,lncRNA
ANO4,Protein Coding
ANO5,Protein Coding
ANO6,Protein Coding
ANO7,Protein Coding
ANO7L1,Pseudogene
ANO8,Protein Coding
ANO9,Protein Coding
ANO10,Protein Coding
ANOS1,Protein Coding
ANOS2P,Pseudogene
ANP32A,TF
ANP32A-IT1,lncRNA
ANP32AP1,Pseudogene
ANP32B,Protein Coding
ANP32BP1,Pseudogene
ANP32BP2,Pseudogene
ANP32BP3,Pseudogene
ANP32C,other
ANP32D,Protein Coding
ANP32E,Protein Coding
ANPEP,Protein Coding
ANTKMT,Protein Coding
ANTXR1,Protein Coding
ANTXR2,Protein Coding
ANTXRL,Protein Coding
ANTXRLP1,Pseudogene
ANXA1,Protein Coding
ANXA2,Protein Coding
ANXA2P1,Pseudogene
ANXA2P2,Pseudogene
ANXA2P3,Pseudogene
ANXA2R,Protein Coding
ANXA2R-AS1,lncRNA
ANXA2R-OT1,lncRNA
ANXA3,Protein Coding
ANXA4,Protein Coding
ANXA5,Protein Coding
ANXA6,Protein Coding
ANXA7,Protein Coding
ANXA8,Protein Coding
ANXA8L1,Protein Coding
ANXA9,Protein Coding
ANXA10,Protein Coding
ANXA11,Protein Coding
ANXA13,Protein Coding
AOAH,Protein Coding
AOAH-IT1,lncRNA
AOC1,Protein Coding
AOC2,Protein Coding
AOC3,Protein Coding
AOC4P,Pseudogene
AOPEP,Protein Coding
AOX1,Protein Coding
AOX2P,Pseudogene
AOX3P,Pseudogene
AOX3P-AOX2P,other
AP1AR,Protein Coding
AP1AR-DT,lncRNA
AP1B1,Protein Coding
AP1B1P1,Pseudogene
AP1B1P2,Pseudogene
AP1G1,Protein Coding
AP1G2,Protein Coding
AP1G2-AS1,lncRNA
AP1M1,Protein Coding
AP1M2,Protein Coding
AP1M2P1,Pseudogene
AP1S1,Protein Coding
AP1S2,Protein Coding
AP1S2P1,Pseudogene
AP1S3,Protein Coding
AP2A1,Protein Coding
AP2A2,Protein Coding
AP2B1,Protein Coding
AP2B1P1,Pseudogene
AP2M1,Protein Coding
AP2S1,Protein Coding
AP3B1,Protein Coding
AP3B2,Protein Coding
AP3D1,Protein Coding
AP3M1,Protein Coding
AP3M2,Protein Coding
AP3S1,Protein Coding
AP3S2,Protein Coding
AP4B1,Protein Coding
AP4B1-AS1,lncRNA
AP4E1,Protein Coding
AP4M1,Protein Coding
AP4S1,Protein Coding
AP5B1,Protein Coding
AP5M1,Protein Coding
AP5S1,Protein Coding
AP5Z1,Protein Coding
APAF1,Protein Coding
APBA1,Protein Coding
APBA2,Protein Coding
APBA3,Protein Coding
APBB1,TF
APBB1IP,Protein Coding
APBB2,TF
APBB3,Protein Coding
APC,TF
APC2,Protein Coding
APCDD1,Protein Coding
APCDD1L,Protein Coding
APCDD1L-DT,lncRNA
APCS,Protein Coding
APEH,Protein Coding
APELA,Protein Coding
APEX1,TF
APEX2,Protein Coding
APH1A,Protein Coding
APH1B,Protein Coding
API5,Protein Coding
API5P1,Pseudogene
API5P2,Pseudogene
APIP,Protein Coding
APLF,Protein Coding
APLN,Protein Coding
APLNR,Protein Coding
APLP1,Protein Coding
APLP2,Protein Coding
APMAP,Protein Coding
APOA1,Protein Coding
APOA1-AS,lncRNA
APOA2,Protein Coding
APOA4,Protein Coding
APOA5,Protein Coding
APOB,Protein Coding
APOBEC1,Protein Coding
APOBEC2,Protein Coding
APOBEC3A,Protein Coding
APOBEC3AP1,Pseudogene
APOBEC3B,Protein Coding
APOBEC3B-AS1,lncRNA
APOBEC3C,Protein Coding
APOBEC3D,Protein Coding
APOBEC3F,Protein Coding
APOBEC3G,Protein Coding
APOBEC3H,Protein Coding
APOBEC4,Protein Coding
APOBR,Protein Coding
APOC1,Protein Coding
APOC1P1,Pseudogene
APOC2,Protein Coding
APOC3,Protein Coding
APOC4,Protein Coding
APOC4-APOC2,other
APOD,Protein Coding
APOE,Protein Coding
APOF,Protein Coding
APOH,Protein Coding
APOL1,Protein Coding
APOL2,Protein Coding
APOL3,Protein Coding
APOL4,Protein Coding
APOL5,Protein Coding
APOL6,Protein Coding
APOLD1,Protein Coding
APOM,Protein Coding
APONP,Pseudogene
APOO,Protein Coding
APOOL,Protein Coding
APOOP1,Pseudogene
APOOP2,Pseudogene
APOOP3,Pseudogene
APOOP4,Pseudogene
APOOP5,Pseudogene
APP,TF
APP-DT,lncRNA
APPBP2,Protein Coding
APPBP2-DT,lncRNA
APPL1,Protein Coding
APPL2,Protein Coding
APRG1,lncRNA
APRT,Protein Coding
APTR,lncRNA
APTX,TF
AQP1,Protein Coding
AQP2,Protein Coding
AQP3,Protein Coding
AQP4,Protein Coding
AQP4-AS1,lncRNA
AQP5,Protein Coding
AQP5-AS1,lncRNA
AQP6,Protein Coding
AQP7,Protein Coding
AQP7B,Protein Coding
AQP7P1,Pseudogene
AQP7P2,Pseudogene
AQP7P3,Pseudogene
AQP7P4,Pseudogene
AQP7P5,Pseudogene
AQP8,Protein Coding
AQP9,Protein Coding
AQP10,Protein Coding
AQP11,Protein Coding
AQP12A,Protein Coding
AQP12B,Protein Coding
AQR,Protein Coding
AR,TF
ARAF,Protein Coding
ARAFP1,Pseudogene
ARAFP2,Pseudogene
ARAFP3,Pseudogene
ARAP1,Protein Coding
ARAP1-AS1,lncRNA
ARAP1-AS2,lncRNA
ARAP2,Protein Coding
ARAP3,Protein Coding
ARC,TF
ARCN1,Protein Coding
AREG,Protein Coding
AREL1,Protein Coding
ARF1,Protein Coding
ARF1P1,Pseudogene
ARF1P2,Pseudogene
ARF1P3,Pseudogene
ARF2P,Pseudogene
ARF3,Protein Coding
ARF4,Protein Coding
ARF4-AS1,lncRNA
ARF4P1,Pseudogene
ARF4P2,Pseudogene
ARF4P3,Pseudogene
ARF4P4,Pseudogene
ARF4P5,Pseudogene
ARF5,Protein Coding
ARF6,Protein Coding
ARFGAP1,Protein Coding
ARFGAP2,TF
ARFGAP3,Protein Coding
ARFGEF1,Protein Coding
ARFGEF1-DT,lncRNA
ARFGEF2,Protein Coding
ARFGEF3,Protein Coding
ARFIP1,Protein Coding
ARFIP2,Protein Coding
ARFRP1,Protein Coding
ARG1,Protein Coding
ARG2,Protein Coding
ARGFX,TF
ARGFXP1,Pseudogene
ARGFXP2,Pseudogene
ARGLU1,Protein Coding
ARHGAP1,Protein Coding
ARHGAP4,Protein Coding
ARHGAP5,Protein Coding
ARHGAP5-AS1,lncRNA
ARHGAP6,Protein Coding
ARHGAP8,Protein Coding
ARHGAP9,Protein Coding
ARHGAP10,Protein Coding
ARHGAP11A,Protein Coding
ARHGAP11A-DT,lncRNA
ARHGAP11B,Protein Coding
ARHGAP11B-DT,lncRNA
ARHGAP12,Protein Coding
ARHGAP15,Protein Coding
ARHGAP15-AS1,lncRNA
ARHGAP16P,Pseudogene
ARHGAP17,Protein Coding
ARHGAP18,Protein Coding
ARHGAP19,Protein Coding
ARHGAP19-SLIT1,other
ARHGAP20,Protein Coding
ARHGAP21,Protein Coding
ARHGAP22,TF
ARHGAP22-IT1,lncRNA
ARHGAP23,Protein Coding
ARHGAP23P1,Pseudogene
ARHGAP24,Protein Coding
ARHGAP25,Protein Coding
ARHGAP26,Protein Coding
ARHGAP26-AS1,lncRNA
ARHGAP26-IT1,lncRNA
ARHGAP27,Protein Coding
ARHGAP27P1,Pseudogene
ARHGAP27P1-BPTFP1-KPNA2P3,other
ARHGAP27P2,Pseudogene
ARHGAP28,Protein Coding
ARHGAP28-AS1,lncRNA
ARHGAP29,Protein Coding
ARHGAP29-AS1,lncRNA
ARHGAP30,Protein Coding
ARHGAP31,Protein Coding
ARHGAP31-AS1,lncRNA
ARHGAP32,Protein Coding
ARHGAP33,Protein Coding
ARHGAP35,TF
ARHGAP36,Protein Coding
ARHGAP39,Protein Coding
ARHGAP40,Protein Coding
ARHGAP42,Protein Coding
ARHGAP42-AS1,lncRNA
ARHGAP42P1,Pseudogene
ARHGAP42P2,Pseudogene
ARHGAP42P3,Pseudogene
ARHGAP42P4,Pseudogene
ARHGAP42P5,Pseudogene
ARHGAP44,Protein Coding
ARHGAP44-AS1,lncRNA
ARHGAP45,Protein Coding
ARHGDIA,Protein Coding
ARHGDIB,Protein Coding
ARHGDIG,Protein Coding
ARHGEF1,Protein Coding
ARHGEF2,Protein Coding
ARHGEF2-AS1,lncRNA
ARHGEF2-AS2,lncRNA
ARHGEF3,Protein Coding
ARHGEF3-AS1,lncRNA
ARHGEF4,Protein Coding
ARHGEF4-AS1,lncRNA
ARHGEF5,Protein Coding
ARHGEF6,Protein Coding
ARHGEF7,Protein Coding
ARHGEF7-AS1,lncRNA
ARHGEF7-AS2,lncRNA
ARHGEF7-IT1,lncRNA
ARHGEF9,Protein Coding
ARHGEF9-IT1,lncRNA
ARHGEF10,Protein Coding
ARHGEF10L,Protein Coding
ARHGEF11,TF
ARHGEF12,Protein Coding
ARHGEF15,Protein Coding
ARHGEF16,Protein Coding
ARHGEF17,Protein Coding
ARHGEF17-AS1,lncRNA
ARHGEF18,Protein Coding
ARHGEF18-AS1,lncRNA
ARHGEF19,Protein Coding
ARHGEF19-AS1,lncRNA
ARHGEF25,Protein Coding
ARHGEF26,Protein Coding
ARHGEF26-AS1,lncRNA
ARHGEF28,Protein Coding
ARHGEF33,Protein Coding
ARHGEF34P,Pseudogene
ARHGEF35,Protein Coding
ARHGEF35-AS1,lncRNA
ARHGEF37,Protein Coding
ARHGEF38,Protein Coding
ARHGEF38-IT1,lncRNA
ARHGEF39,Protein Coding
ARHGEF40,Protein Coding
ARID1A,TF
ARID1B,TF
ARID2,TF
ARID3A,TF
ARID3B,TF
ARID3BP1,Pseudogene
ARID3C,TF
ARID4A,TF
ARID4B,TF
ARID5A,TF
ARID5B,TF
ARIH1,Protein Coding
ARIH2,TF
ARIH2OS,lncRNA
ARIH2P1,Pseudogene
ARL1,Protein Coding
ARL2,Protein Coding
ARL2-SNX15,other
ARL2BP,Protein Coding
ARL2BPP1,Pseudogene
ARL2BPP2,Pseudogene
ARL2BPP3,Pseudogene
ARL2BPP4,Pseudogene
ARL2BPP5,Pseudogene
ARL2BPP6,Pseudogene
ARL2BPP7,Pseudogene
ARL2BPP8,Pseudogene
ARL2BPP9,Pseudogene
ARL2BPP10,Pseudogene
ARL3,Protein Coding
ARL4A,Protein Coding
ARL4AP1,Pseudogene
ARL4AP2,Pseudogene
ARL4AP3,Pseudogene
ARL4AP4,Pseudogene
ARL4AP5,Pseudogene
ARL4C,Protein Coding
ARL4D,Protein Coding
ARL5A,Protein Coding
ARL5AP1,Pseudogene
ARL5AP2,Pseudogene
ARL5AP3,Pseudogene
ARL5AP4,Pseudogene
ARL5AP5,Pseudogene
ARL5B,Protein Coding
ARL5C,Protein Coding
ARL6,Protein Coding
ARL6IP1,Protein Coding
ARL6IP1P1,Pseudogene
ARL6IP1P2,Pseudogene
ARL6IP1P3,Pseudogene
ARL6IP4,Protein Coding
ARL6IP5,Protein Coding
ARL6IP6,Protein Coding
ARL8A,Protein Coding
ARL8B,Protein Coding
ARL9,Protein Coding
ARL10,Protein Coding
ARL11,Protein Coding
ARL13A,Protein Coding
ARL13B,Protein Coding
ARL14,Protein Coding
ARL14EP,Protein Coding
ARL14EP-DT,lncRNA
ARL14EPL,Protein Coding
ARL14EPP1,Pseudogene
ARL15,Protein Coding
ARL16,Protein Coding
ARL17A,Protein Coding
ARL17B,Protein Coding
ARLNC1,lncRNA
ARMC1,Protein Coding
ARMC2,Protein Coding
ARMC2-AS1,lncRNA
ARMC3,Protein Coding
ARMC5,Protein Coding
ARMC6,Protein Coding
ARMC7,Protein Coding
ARMC8,Protein Coding
ARMC8P1,Pseudogene
ARMC9,Protein Coding
ARMC10,Protein Coding
ARMC10P1,Pseudogene
ARMC12,Protein Coding
ARMCX1,Protein Coding
ARMCX2,Protein Coding
ARMCX3,Protein Coding
ARMCX3-AS1,lncRNA
ARMCX4,Protein Coding
ARMCX5,Protein Coding
ARMCX5-GPRASP2,other
ARMCX6,Protein Coding
ARMCX7P,Pseudogene
ARMH1,Protein Coding
ARMH2,Protein Coding
ARMH3,Protein Coding
ARMH4,Protein Coding
ARMS2,Protein Coding
ARMT1,Protein Coding
ARNILA,lncRNA
ARNT,TF
ARNT2,TF
ARNT2-DT,lncRNA
ARNTL,TF
ARNTL2,TF
ARNTL2-AS1,lncRNA
ARPC1A,Protein Coding
ARPC1B,Protein Coding
ARPC1BP1,Pseudogene
ARPC2,Protein Coding
ARPC3,Protein Coding
ARPC3P1,Pseudogene
ARPC3P2,Pseudogene
ARPC3P3,Pseudogene
ARPC3P4,Pseudogene
ARPC3P5,Pseudogene
ARPC4,Protein Coding
ARPC4-TTLL3,other
ARPC5,Protein Coding
ARPC5L,Protein Coding
ARPIN,Protein Coding
ARPIN-AP3S2,other
ARPP19,Protein Coding
ARPP19P1,Pseudogene
ARPP19P2,Pseudogene
ARPP21,Protein Coding
ARPP21-AS1,lncRNA
ARR3,Protein Coding
ARRB1,TF
ARRB2,Protein Coding
ARRDC1,Protein Coding
ARRDC1-AS1,lncRNA
ARRDC2,Protein Coding
ARRDC3,Protein Coding
ARRDC3-AS1,lncRNA
ARRDC4,Protein Coding
ARRDC5,Protein Coding
ARSA,Protein Coding
ARSB,Protein Coding
ARSC2,other
ARSD,Protein Coding
ARSD-AS1,lncRNA
ARSDP1,Pseudogene
ARSF,Protein Coding
ARSFP1,Pseudogene
ARSG,Protein Coding
ARSH,Protein Coding
ARSI,Protein Coding
ARSJ,Protein Coding
ARSK,Protein Coding
ARSL,Protein Coding
ARSLP1,Pseudogene
ART1,Protein Coding
ART2BP,Pseudogene
ART2P,Pseudogene
ART3,Protein Coding
ART4,Protein Coding
ART5,Protein Coding
ARTN,Protein Coding
ARV1,Protein Coding
ARVCF,Protein Coding
ARX,TF
AS3MT,Protein Coding
ASAH1,Protein Coding
ASAH1-AS1,lncRNA
ASAH2,Protein Coding
ASAH2B,Protein Coding
ASAP1,Protein Coding
ASAP1-IT1,lncRNA
ASAP1-IT2,lncRNA
ASAP2,Protein Coding
ASAP3,Protein Coding
ASB1,TF
ASB2,Protein Coding
ASB3,Protein Coding
ASB4,TF
ASB5,Protein Coding
ASB6,TF
ASB7,Protein Coding
ASB8,TF
ASB9,TF
ASB9P1,Pseudogene
ASB10,TF
ASB11,TF
ASB12,TF
ASB13,Protein Coding
ASB14,Protein Coding
ASB15,TF
ASB15-AS1,lncRNA
ASB16,Protein Coding
ASB16-AS1,lncRNA
ASB17,Protein Coding
ASB18,Protein Coding
ASCC1,TF
ASCC2,TF
ASCC3,TF
ASCL1,TF
ASCL2,TF
ASCL3,TF
ASCL4,TF
ASCL5,Protein Coding
ASDURF,Protein Coding
ASF1A,TF
ASF1B,TF
ASGR1,Protein Coding
ASGR2,Protein Coding
ASH1L,TF
ASH1L-AS1,lncRNA
ASH1L-IT1,lncRNA
ASH2L,TF
ASH2LP1,Pseudogene
ASH2LP2,Pseudogene
ASH2LP3,Pseudogene
ASIC1,Protein Coding
ASIC2,Protein Coding
ASIC3,Protein Coding
ASIC4,Protein Coding
ASIC4-AS1,lncRNA
ASIC5,Protein Coding
ASIP,Protein Coding
ASL,Protein Coding
ASLP1,Pseudogene
ASMT,Protein Coding
ASMTL,Protein Coding
ASMTL-AS1,lncRNA
ASNS,Protein Coding
ASNSD1,Protein Coding
ASNSP1,Pseudogene
ASNSP2,Pseudogene
ASNSP3,Pseudogene
ASNSP4,Pseudogene
ASNSP5,Pseudogene
ASNSP6,Pseudogene
ASPA,Protein Coding
ASPDH,Protein Coding
ASPG,Protein Coding
ASPH,TF
ASPHD1,Protein Coding
ASPHD2,Protein Coding
ASPM,Protein Coding
ASPN,Protein Coding
ASPRV1,Protein Coding
ASPSCR1,Protein Coding
ASRGL1,Protein Coding
ASS1,Protein Coding
ASS1P1,Pseudogene
ASS1P2,Pseudogene
ASS1P3,Pseudogene
ASS1P4,Pseudogene
ASS1P5,Pseudogene
ASS1P6,Pseudogene
ASS1P7,Pseudogene
ASS1P8,Pseudogene
ASS1P9,Pseudogene
ASS1P10,Pseudogene
ASS1P11,Pseudogene
ASS1P12,Pseudogene
ASS1P13,Pseudogene
ASS1P14,Pseudogene
ASTE1,Protein Coding
ASTL,Protein Coding
ASTN1,Protein Coding
ASTN2,Protein Coding
ASTN2-AS1,lncRNA
ASXL1,TF
ASXL2,TF
ASXL3,Protein Coding
ASXL3-DT,lncRNA
ASZ1,Protein Coding
ATAD1,Protein Coding
ATAD2,Protein Coding
ATAD2B,Protein Coding
ATAD3A,Protein Coding
ATAD3B,Protein Coding
ATAD3C,Protein Coding
ATAD5,Protein Coding
ATAT1,Protein Coding
ATCAY,Protein Coding
ATE1,Protein Coding
ATE1-AS1,lncRNA
ATF1,TF
ATF1P1,Pseudogene
ATF2,TF
ATF3,TF
ATF4,TF
ATF4P1,Pseudogene
ATF4P2,Pseudogene
ATF4P3,Pseudogene
ATF4P4,Pseudogene
ATF5,TF
ATF6,TF
ATF6-DT,lncRNA
ATF6B,TF
ATF7,TF
ATF7-NPFF,other
ATF7IP,TF
ATF7IP2,TF
ATG2A,Protein Coding
ATG2B,Protein Coding
ATG3,Protein Coding
ATG3P1,Pseudogene
ATG4A,Protein Coding
ATG4AP1,Pseudogene
ATG4B,TF
ATG4C,Protein Coding
ATG4D,Protein Coding
ATG5,Protein Coding
ATG7,Protein Coding
ATG9A,Protein Coding
ATG9B,Protein Coding
ATG10,Protein Coding
ATG10-AS1,lncRNA
ATG10-IT1,lncRNA
ATG12,Protein Coding
ATG12P1,Pseudogene
ATG12P2,Pseudogene
ATG13,Protein Coding
ATG14,Protein Coding
ATG16L1,Protein Coding
ATG16L2,Protein Coding
ATG101,Protein Coding
ATIC,Protein Coding
ATL1,Protein Coding
ATL2,Protein Coding
ATL3,Protein Coding
ATM,TF
ATMIN,TF
ATN1,TF
ATOH1,TF
ATOH7,TF
ATOH8,TF
ATOX1,Protein Coding
ATOX1-AS1,lncRNA
ATP1A1,Protein Coding
ATP1A1-AS1,lncRNA
ATP1A2,Protein Coding
ATP1A3,Protein Coding
ATP1A4,Protein Coding
ATP1B1,Protein Coding
ATP1B1P1,Pseudogene
ATP1B2,Protein Coding
ATP1B3,Protein Coding
ATP1B3-AS1,lncRNA
ATP1B3P1,Pseudogene
ATP1B4,Protein Coding
ATP2A1,Protein Coding
ATP2A1-AS1,lncRNA
ATP2A2,Protein Coding
ATP2A3,Protein Coding
ATP2B1,Protein Coding
ATP2B1-AS1,lncRNA
ATP2B2,Protein Coding
ATP2B2-IT1,lncRNA
ATP2B2-IT2,lncRNA
ATP2B3,Protein Coding
ATP2B4,Protein Coding
ATP2C1,Protein Coding
ATP2C2,Protein Coding
ATP2C2-AS1,lncRNA
ATP4A,Protein Coding
ATP4B,Protein Coding
ATP5F1A,Protein Coding
ATP5F1AP1,Pseudogene
ATP5F1AP2,Pseudogene
ATP5F1AP3,Pseudogene
ATP5F1AP4,Pseudogene
ATP5F1AP7,Pseudogene
ATP5F1AP8,Pseudogene
ATP5F1AP10,Pseudogene
ATP5F1B,Protein Coding
ATP5F1BP1,Pseudogene
ATP5F1C,Protein Coding
ATP5F1CP1,Pseudogene
ATP5F1D,Protein Coding
ATP5F1E,Protein Coding
ATP5F1EP1,Pseudogene
ATP5F1EP2,Pseudogene
ATP5IF1,Protein Coding
ATP5MC1,Protein Coding
ATP5MC1P1,Pseudogene
ATP5MC1P2,Pseudogene
ATP5MC1P3,Pseudogene
ATP5MC1P4,Pseudogene
ATP5MC1P5,Pseudogene
ATP5MC1P6,Pseudogene
ATP5MC1P7,Pseudogene
ATP5MC1P8,Pseudogene
ATP5MC2,Protein Coding
ATP5MC2P1,Pseudogene
ATP5MC2P2,Pseudogene
ATP5MC2P3,Pseudogene
ATP5MC2P4,Pseudogene
ATP5MC3,Protein Coding
ATP5ME,Protein Coding
ATP5MF,Protein Coding
ATP5MF-PTCD1,other
ATP5MFP1,Pseudogene
ATP5MFP2,Pseudogene
ATP5MFP3,Pseudogene
ATP5MFP4,Pseudogene
ATP5MFP5,Pseudogene
ATP5MFP6,Pseudogene
ATP5MG,Protein Coding
ATP5MGL,Protein Coding
ATP5MGP1,Pseudogene
ATP5MGP2,Pseudogene
ATP5MGP3,Pseudogene
ATP5MGP4,Pseudogene
ATP5MGP5,Pseudogene
ATP5MGP6,Pseudogene
ATP5MGP7,Pseudogene
ATP5MGP8,Pseudogene
ATP5MJ,Protein Coding
ATP5MK,Protein Coding
ATP5MKP1,Pseudogene
ATP5PB,Protein Coding
ATP5PBP1,Pseudogene
ATP5PBP2,Pseudogene
ATP5PBP3,Pseudogene
ATP5PBP4,Pseudogene
ATP5PBP5,Pseudogene
ATP5PBP6,Pseudogene
ATP5PBP7,Pseudogene
ATP5PD,Protein Coding
ATP5PDP1,Pseudogene
ATP5PDP2,Pseudogene
ATP5PDP3,Pseudogene
ATP5PDP4,Pseudogene
ATP5PF,Protein Coding
ATP5PFP1,Pseudogene
ATP5PO,Protein Coding
ATP5POP1,Pseudogene
ATP6AP1,Protein Coding
ATP6AP1-DT,lncRNA
ATP6AP1L,Pseudogene
ATP6AP2,Protein Coding
ATP6V1A,Protein Coding
ATP6V1B1,Protein Coding
ATP6V1B1-AS1,lncRNA
ATP6V1B2,Protein Coding
ATP6V1C1,Protein Coding
ATP6V1C2,Protein Coding
ATP6V1D,Protein Coding
ATP6V1E1,Protein Coding
ATP6V1E1P1,Pseudogene
ATP6V1E1P2,Pseudogene
ATP6V1E1P3,Pseudogene
ATP6V1E2,Protein Coding
ATP6V1F,Protein Coding
ATP6V1FNB,Protein Coding
ATP6V1G1,Protein Coding
ATP6V1G1P1,Pseudogene
ATP6V1G1P2,Pseudogene
ATP6V1G1P3,Pseudogene
ATP6V1G1P4,Pseudogene
ATP6V1G1P5,Pseudogene
ATP6V1G1P6,Pseudogene
ATP6V1G1P7,Pseudogene
ATP6V1G2,Protein Coding
ATP6V1G2-DDX39B,other
ATP6V1G3,Protein Coding
ATP6V1H,Protein Coding
ATP6V0A1,Protein Coding
ATP6V0A2,Protein Coding
ATP6V0A4,Protein Coding
ATP6V0B,Protein Coding
ATP6V0C,Protein Coding
ATP6V0CP1,Pseudogene
ATP6V0CP2,Pseudogene
ATP6V0CP3,Pseudogene
ATP6V0CP4,Pseudogene
ATP6V0D1,Protein Coding
ATP6V0D1-DT,lncRNA
ATP6V0D2,Protein Coding
ATP6V0E1,Protein Coding
ATP6V0E1P1,Pseudogene
ATP6V0E1P2,Pseudogene
ATP6V0E1P3,Pseudogene
ATP6V0E1P4,Pseudogene
ATP6V0E2,Protein Coding
ATP6V0E2-AS1,lncRNA
ATP7A,Protein Coding
ATP7B,Protein Coding
ATP7BP1,Pseudogene
ATP8A1,Protein Coding
ATP8A1-DT,lncRNA
ATP8A2,Protein Coding
ATP8A2P1,Pseudogene
ATP8A2P2,Pseudogene
ATP8A2P3,Pseudogene
ATP8B1,TF
ATP8B1-AS1,lncRNA
ATP8B2,Protein Coding
ATP8B3,Protein Coding
ATP8B4,Protein Coding
ATP8B5P,Pseudogene
ATP9A,Protein Coding
ATP9B,Protein Coding
ATP10A,Protein Coding
ATP10A-DT,lncRNA
ATP10B,Protein Coding
ATP10D,Protein Coding
ATP11A,Protein Coding
ATP11A-AS1,lncRNA
ATP11AUN,lncRNA
ATP11B,Protein Coding
ATP11B-DT,lncRNA
ATP11C,Protein Coding
ATP12A,Protein Coding
ATP13A1,Protein Coding
ATP13A2,Protein Coding
ATP13A3,Protein Coding
ATP13A3-DT,lncRNA
ATP13A4,Protein Coding
ATP13A4-AS1,lncRNA
ATP13A5,Protein Coding
ATP13A5-AS1,lncRNA
ATP23,Protein Coding
ATPAF1,Protein Coding
ATPAF2,Protein Coding
ATPSCKMT,Protein Coding
ATR,Protein Coding
ATRAID,Protein Coding
ATRIP,Protein Coding
ATRN,Protein Coding
ATRNL1,Protein Coding
ATRX,TF
ATXN1,TF
ATXN1-AS1,lncRNA
ATXN1L,Protein Coding
ATXN2,TF
ATXN2-AS,lncRNA
ATXN2L,Protein Coding
ATXN3,TF
ATXN3L,TF
ATXN7,TF
ATXN7L1,Protein Coding
ATXN7L2,Protein Coding
ATXN7L3,Protein Coding
ATXN7L3-AS1,lncRNA
ATXN7L3B,Protein Coding
ATXN7L3P1,Pseudogene
ATXN8,Protein Coding
ATXN8OS,lncRNA
ATXN10,Protein Coding
AUH,Protein Coding
AUNIP,Protein Coding
AUP1,Protein Coding
AURKA,Protein Coding
AURKAIP1,Protein Coding
